,_id,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_903,5d89be1b508ace52538d8b04,rallyromeo,Looking for soul mate,None,"enjoy wood working, the great oudoors, political discussion, films, horsebackriding, playing games, going on elaborate car races, eating and cooking excellent food, music, fireplaces, cartoons on a Saturday morning, deep films, red wine and rib eye steak, travelling, theater, writing, photography, bicyclingWould love to go into politics and make a difference in our society.Type A personality which could use a little slowing down.Things I have no interest in: chat, shopping, guilt, conservative ideology, possessiveness, yelling, intolerance, couch potatoes, flakes.Would prefer person in their forties.",Non-Smoker with Athletic body type," Austin, Texas ","58 year old Male, 5' 10"" (178cm), Non-religious",Caucasian,rallyromeo is looking for a relationship.,PhD / Post Doctoral,Adventurer,Attorney,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Mixed Color,Blue,Yes,No,Over 5 years,Very Ambitious,Dog,French,58,M,Capricorn
match_904,5d89be1b508ace52538d8b05,freewind77,"musician, adventurer looking for lady","['Art', 'Music', 'God']","I am a outdoors person, some what of a nerd, I love to collect fossils, arrowheads and rocks but not a amateur at it. I love science. I also love music, Blues ( my favorite) rock and roll, reggae,some country, world music and some heavy metal and punk. I am older but still relate to young people. I like everything from Stevie Ray Vaughn, Jimi Hendrix, Buddy Guy to Willie Nelson, Johnny Cash to Tinarwin (from Mali) and U2 ( U2 rocks ). I play guitar. I want to enjoy life and have fun, laugh along the way. I love children, they are stars in the eyes of God. I love to bird watch, garden, hiking. I like wearing jeans, but I also like to dress up and go to concerts, diner, art shows, museums, checking out the city, but my favorite is the wilderness, wild places, I feel at home. I love Indian powwows. I also like good wine and good food but grew up on red beans and cornbread, I am just a west texas cowboy hippie with an education.I work for the State of Texas, But I want to retire and travel some day. I believe in God, but have no judgement on no one except the mean or hateful, I want my life to be one of love.",Non-Smoker with Average body type," Austin, Texas ","63 year old Male, 5' 7"" (170cm), Christian - other",Caucasian,freewind77 is actively seeking a relationship.,Associates Degree,Adventurer,Risk management State Texas ,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Undecided/Open,Divorced,No,Grey,Hazel,Yes,No,Over 5 years,Somewhat Ambitious,Dog,Other,63,M,Capricorn
match_905,5d89be1b508ace52538d8b06,whitewizard1988,Looking for a travel partner,"['Gardening', 'Cooking', 'Watching sports']","I am looking for someone to date and eventually get into a long term committed relationship with marriage as a possibility. I enjoy gardening, watching sports, and spending time with friends. I enjoy listening to live classic rock music. My job is what keeps me focused and happy. I have been sober for many years and is the high point of my life. Family is very important to me, I spend a fair amount of my vacation time going back to spend time with family and childhood friends. I am a quiet easy going person. Not much upsets me and I am able to express those thoughts and feelings openly with others. I am looking forward to a dream vacation with a special someone.",Non-Smoker with Average body type," Manor, Texas ","64 year old Male, 5' 11"" (180cm), Other",Caucasian,whitewizard1988 is looking for a relationship.,Some college,Professional,Substance Abuse Counseling,Woman,Long Term,Not Completed,View his chemistry results,No,Does not want children,Divorced,No,Grey,Hazel,Yes,No,Over 3 years,Ambitious,Dog,,64,M,Libra
match_906,5d89be1b508ace52538d8b07,Sparticus2255,Live your life,None,"I am a bit religious, affectionate, outgoing, active, energetic, positive, generous man with a healthy sense of humor who is rediscovering all that life has to offer. I'm a bit of a clown, and playful, I love to laugh even at myself. I am a Fun loving, humble man with the belief that a woman should be treated like a lady. ",Non-Smoker with Average body type," Austin, Texas ","64 year old Male, 5' 5"" (165cm), Christian - other",Caucasian,Sparticus2255 wants to find someone to marry.,Masters Degree,Professional,Engineer ,Woman,Long Term,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Divorced,No,Blond(e),Brown,Yes,No,Over 3 years,Ambitious,Dog,,64,M,Aquarius
match_907,5d89be1b508ace52538d8b08,slacksohern,looking for me,None,Now is the time for all good men to come to the aid of their country. Anything else written is merely superflous and redundant. Now is the time for all good men to come to the aid of their country. Anything else written is merely superflous and redundant.,Non-Smoker with Athletic body type," Austin, Texas ","65 year old Male, 6' 0"" (183cm), Non-religious",Caucasian,slacksohern is looking for a relationship.,Bachelors Degree,Adventurer,analyst,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Grey,Hazel,Yes,No,Over 3 years,,No Pets,,65,M,Capricorn
match_908,5d89be1b508ace52538d8b09,graffsprie4u,Have spurs will travel!,None,"I will do this later on, not sure if this site is for me. Sounds very restrictive.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","68 year old Male, 6' 0"" (183cm), Non-religious",Caucasian,graffsprie4u is looking for a relationship.,Bachelors Degree,Night Owl,government,Woman,Dating,Not Completed,Not Completed,No,Prefer Not To Say,Single,No,Brown,Brown,Yes,No,Over 5 years,Very Ambitious,Dog,,68,M,Capricorn
match_909,5d89be1b508ace52538d8b0a,jdmounce1,"looking, wish I knew where to look","['Conversation', 'Camping', 'Touch']","I am a critical care registered nurse who just moved back to Austin from Chicago, where I have lived for the past 15 years. I am considering a career change as the service industry has become, for me, stale. I enjoy active, often outdoor activities. I enjoy quiet nights watching a movie and cuddling also. I enjoy conversation and communication. Of course, these are just a few of my likes.",Non-Smoker with Thin body type," Austin, Texas ","56 year old Male, 5' 8"" (173cm), Non-religious",Caucasian,jdmounce1 is looking for a relationship.,Bachelors Degree,Traveler,Registered Nurse,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Blond(e),Hazel,Yes,No,Over 9 years,Somewhat Ambitious,Dog,,56,M,Leo
match_91,5d89be1a508ace52538d87d8,stevehuey,Looking for my best friend and soul-mate,None,I just moved back to Texas and I am looking for a female best friend and soul-mate. She will never be treated better or feel so loved. I have three wonderful kids and four beautiful grandkids. I love them more than anythings. I am also very Christian. I love life and have lots of love to share wirh the lady in my life. ,Non-Smoker with Average body type," Georgetown, Texas ","67 year old Male, 6' 4"" (193cm), Christian - other",Caucasian,stevehuey is actively seeking a relationship.,Bachelors Degree,Professional,sales and marketing,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Blond(e),Green,Yes,Yes,Over 10 years,Very Ambitious,No Pets,,67,M,Leo
match_910,5d89be1b508ace52538d8b0b,dontcare62,looking for long term relationship or fwb,None,Looking for soulmate,Non-Smoker with Average body type," San antonio, Texas ","57 year old Male, 6' 3"" (191cm), Catholic",Caucasian,dontcare62 is looking for a relationship.,High school,Animal Lover,Truck driver home daily ,Woman,Long Term,Not Completed,View his chemistry results,Socially,Want children,Single,No,Bald,Blue,Yes,No,Over 10 years,Somewhat Ambitious,Dog,,57,M,Aries
match_911,5d89be1b508ace52538d8b0c,haikuaustin,Free to Travel,"['Hiking', 'Swimming', 'Art']",I have acheived the freedom to Travel and live life to the fullest.,Non-Smoker with Athletic body type," Austin, Texas ","63 year old Male, 5' 9"" (175cm), Other",Caucasian,haikuaustin wants to date but nothing serious.,Bachelors Degree,Adventurer,Start ups and Art,Woman,Friends,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Mixed Color,Hazel,Yes,No,Over 7 years,Ambitious,No Pets,,63,M,Aquarius
match_912,5d89be1b508ace52538d8b0d,Siresweetness,"""Let's Get Started""","['Music', 'Dancing', 'Playing Piano']","I am a warm, tactile, lol,honest,passionate, confident, independent person who enjoys every aspect of life and believes in NOW.The past cannot be revisited and the future might never arrive, so the only time I really have is TODAY and I intend to make the most of it. Im down to earth,passionate with kids,a positive man who always looks for the good in all people...I have a cheeky sense of humor and prefer spontaneity, flexibility, honesty and open-mindedness. I enjoy being active in life..My greatest inspiration is God...I believe in respecting ones feelings and accepting people as they are: trying to see the good in everyone...Being honest and having integrity are also incredibly important to me and helps to develop the trust that is necessary......",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","73 year old Male, 5' 9"" (175cm), Christian - other",Caucasian,Siresweetness wants to find someone to marry.,Masters Degree,Adventurer,Consultant Engineer,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Widowed,No,Grey,Brown,Yes,No,Over 10 years,Somewhat Ambitious,Birds,Swedish,73,M,Aries
match_913,5d89be1b508ace52538d8b0e,Tom_Jacksonshick,seeking for a real Woman .,"['Swimming', 'Garden', 'Fishing']","I'm God fearing man , Understanding and easy going .. Seeking for someone who can i can trust and love for the rest of my life..",Non-Smoker with Average body type," Austin, Texas ","66 year old Male, 5' 8"" (173cm), Catholic",Caucasian,Tom_Jacksonshick wants to find someone to marry.,Associates Degree,Homebody,I have One,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Widowed,No,Grey,Blue,Yes,No,Over 3 years,Ambitious,Dog,Other,66,M,Sagittarius
match_914,5d89be1b508ace52538d8b0f,Mariner676,Waiting for Godeta,"['Outdoor activities', 'Cinematic excursions', 'Fine dining']","Fairly well-heeded and amicable in every way possible. Enjoy the company of engaging personalities who share similar values and interests. Believe in reciprocatingas needed as well as the personal, interesting interactions between fellow travelers of all stripes.",Non-Smoker with Average body type," San antonio, Texas ","60 year old Male, 5' 10"" (178cm), Christian - other",Hispanic,Mariner676 is actively seeking a relationship.,Bachelors Degree,Traveler,Private security/Demo specialist,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 10 years,Ambitious,Dog,Italian,60,M,Leo
match_915,5d89be1b508ace52538d8b10,trblmkr55,Life is a participation sport ......,"['Football', 'Auto racing', 'Outdoors']","Here is a sample of my likes and dislikes. : LIKES: I enjoy going to NASCAR ,F 1, Indy car, Moto GP... I like going to concerts.. I love riding my motorcycle in our scenic Texas hill country... my music interests are Country and Western, 70's and Classic Rock...I enjoy comedy clubs ... I have been blessed with the best mother any son could ever have!...I am loyal to my friends.. I am a sports enthusiast and I enjoy attending all types of sporting events ( well maybe not soccer) I hold a black belt in Judo...I enjoy cooking out and trying to copy something I ate at a restaurant that was really good. a few more of my likes: My family, my dog, DA Bears, The Ohio State Buckeyes, Tennessee Volunteers, pizza, lightning storms, the trooper in Jackson, Miss. who gave me a warning when I was doing 95 mph like it was the speed limit ( you rock!), any beach, any mountain, hamburgers, ice cream, and motorcycles to name a few. DISLIKES: People who cheat on, play games with ( I don't have the time to waste playing games) or deceive others, people who take themselves to seriously, pickles, onions, maple syrup straight out of the tree ( YUCK !!), The George Washington Bridge (NYC) at 5 o'clock in the afternoon (trust me it sucks) , days my beloved Chicago Bears lose, days my beloved Tennessee Volunteers lose, The Green Bay Packers (especially the overrated Aaron Rodgers QB), discourteous drivers, just to name a few... If you've made it this far thank you for taking the time to read about me. P.S. : I do have hair, I just like wearing hats and bandanas ...",Non-Smoker with Athletic body type," Jonestown, Texas ","62 year old Male, 5' 11"" (180cm), Christian - other",Caucasian,trblmkr55 wants to date but nothing serious.,Some college,Athletic,tower climber,Woman,Friends,Not Completed,View his chemistry results,No,Does not want children,Single,No,Brown,Hazel,Yes,No,Over 7 years,Ambitious,Dog,,62,M,Taurus
match_916,5d89be1b508ace52538d8b11,bugadug,Looking for nice desent lady kids ok,"['Music', 'Movies', 'Sightseeing']","Looking for a nice desent lady, smoking ok, kids , ok ..I like heavy rock music, but also like a nice dinner with soft romantic music, I write poems , mostly romantic ones, looking to stay with the right one, don''t want to live alone, I''m outgoing funny, like to make you smile and laugh.Like slow dancing, Non drinker, but not opposed to you drinking moderately.Fairly desesent cook , ant someone who enjoys togetherness doing things together..",Non-Smoker with Average body type," Austin, Texas ","59 year old Male, 5' 6"" (168cm), Christian - other",Native American,bugadug is looking for a relationship.,High school,Poet,Diability,Woman,Friends,Not Completed,Not Completed,No,Undecided/Open,Single,No,Black,Brown,No,No,Over 10 years,Ambitious,No Pets,,59,M,Virgo
match_917,5d89be1b508ace52538d8b12,leerider,"hello, let’s chat and see what our likes are !!",None,"I’m just a simple guy keeps it small wants to date a fun person that loves to dance to old country or new!! I put any on relationship because it takes a while before any knows if it worth the long haul , it’s not cause I don’t . But it take date one to be worth date two . But you do have to give it your all every time !! So lets get up and get to moving!! Mike ",Non-Smoker with Average body type," Burnet, Texas ","60 year old Male, 6' 3"" (191cm), Christian - other",Caucasian,leerider wants to date but nothing serious.,Some college,Hopeless Romantic,Self employed ,Woman,Dating,Viewhis relationship needs,Not Completed,Socially,Does not want children,Divorced,No,Grey,Hazel,Yes,No,Over 6 years,Somewhat Ambitious,Dog,Spanish,60,M,Leo
match_918,5d89be1b508ace52538d8b13,GodlyHeart0019,Looking for Love,"['Sports', 'Dining out', 'Seeing movies']","I am looking for someone who can start interesting conversations and is challenging. I am aHumorous person and enjoy someone who can make me laugh. I am also a person who can be trusted,Self confident, and straight forward. I also have a positive attitude. And am hoping to find someoneWho also has these qualities and wants to start a loving relationship.",Non-Smoker with Average body type," Austin, Texas ","56 year old Male, 5' 6"" (168cm), Christian - other",Caucasian,GodlyHeart0019 wants to find someone to marry.,Bachelors Degree,Athletic,Flow Engineer,Woman,Long Term,Not Completed,View his chemistry results,Socially,Want children,Widowed,No,Brown,Brown,Yes,No,,Very Ambitious,No Pets,Other,56,M,Leo
match_919,5d89be1b508ace52538d8b14,Jwindyl,Lets Get together,"['Love', 'Relationship', 'Friends']",Seeking baggage free girls,Non-Smoker with Prefer Not To Say body type," Canyon lake, Texas ","57 year old Male, 6' 2"" (188cm), Other",Caucasian,Jwindyl is looking for a relationship.,Associates Degree,Adventurer,Professional,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Mixed Color,Blue,Prefer Not To Say,No,Over 10 years,Very Ambitious,Other,Spanish,57,M,Gemini
match_92,5d89be1a508ace52538d87d9,djg4402,Looking for someone real,None,"Looking for someone real no head games or bs. Must like country, very laid back no children,drama free looking for the same. Enjoy the company of a special lady in my area",Non-Smoker with Average body type," Rockdale, Texas ","58 year old Male, 5' 3"" (160cm), Non-religious",Caucasian,djg4402 wants to date but nothing serious.,High school,Blue Collar,Retired,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Single,No,Grey,Green,Yes,No,Over 5 years,Somewhat Ambitious,Dog,,58,M,Aquarius
match_920,5d89be1b508ace52538d8b15,joecray12121,looking for true love,None,"I am a fun loving, out going,friendly person who enjoys great conversation and a sense of humor. I am a gourmet cook.i really enjoy cooking all kind of foods,are you going to accept my cooking abilities?Now...I think the 1st key to a lasting relationship is complete trust-""without a shadow of doubt,Would love to meet a nice woman for relationship with wisdom, companionship and then more if we are compatible. Honesty and respect are extremely important. Prefer someone who likes animals and children I'm out going, friendly, yet private.I like to meet someone who is responsible in many ways,emotionally, physically, and Trustworthiness andunselfishness is also important to me..",Non-Smoker with Athletic body type," Austin, Texas ","57 year old Male, 5' 8"" (173cm), Catholic",Native American,joecray12121 wants to find someone to marry.,Some University,Beach Bum,computer engineer,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Grey,Hazel,Yes,No,Over 10 years,Very Ambitious,Cat & Dog,,57,M,Virgo
match_921,5d89be1b508ace52538d8b16,rphdmd,Lost New Englander,None,I rock!,Non-Smoker with Athletic body type," San antonio, Texas ","56 year old Male, 5' 9"" (175cm), Non-religious",Caucasian,rphdmd is actively seeking a relationship.,PhD / Post Doctoral,Free Thinker,Dentist,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Single,No,Brown,Blue,Yes,No,Over 3 years,Very Ambitious,No Pets,French,56,M,Taurus
match_922,5d89be1b508ace52538d8b17,Steve0100,I am looking for a partner,None,"I'm pretty contact person who can find common ground with almost anyone. I have a flexible nature. But along with that, to the extent of the principal. I'm very emotional and open person I can spend the evening having fun with friends, and I can spend the entire evening with a book in my hands, but both do with ease and joy.....",Non-Smoker with Athletic body type," Austin, Texas ","59 year old Male, 5' 11"" (180cm), Catholic",Caucasian,Steve0100 wants to find someone to marry.,Bachelors Degree,Traveler,Civil Engineer,Woman,Long Term,Not Completed,Not Completed,Socially,Want children,Widowed,No,Black,Grey,Prefer Not To Say,No,Over 10 years,Ambitious,No Pets,,59,M,Sagittarius
match_923,5d89be1b508ace52538d8b18,estu130,hello - am hoping to find that someone,None,"Hi - well i like the outdoors, music, sports, bbq, hanging with family and friends. Am very easy going and understanding.Hope to meet someone special.Thanks - happy fishing, Enjoy",Non-Smoker with Average body type," New braunfels, Texas ","56 year old Male, 5' 9"" (175cm), Catholic",Caucasian,estu130 is looking for a relationship.,High school,Free Thinker,draftsman,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Brown,Yes,No,Over 10 years,Ambitious,No Pets,,56,M,Cancer
match_924,5d89be1b508ace52538d8b19,Alexheart54321,Just say ‘Hello’ and I’m attentive.,"['Art', 'Work/career', 'Family']","I can finally have the opportunity to give Love another try!Texas has been such a beautiful city to live in and, for me, it would not be a bad idea to find a beautiful companion.I believe and know there are good women here in Texas. Good luck to me!",Non-Smoker with Average body type," Austin texas, Texas ","55 year old Male, 5' 6"" (168cm), Christian - other",Caucasian,Alexheart54321 wants to find someone to marry.,Masters Degree,Adventurer,Interior designer ,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Grey,Other,Prefer Not To Say,No,Over 5 years,Very Ambitious,No Pets,English,55,M,Cancer
match_925,5d89be1b508ace52538d8b1a,rom828,Coming to TEXAS This Summer,"['EXERCISE', 'Biking', 'MOTORCYCLE RIDING']","Firstly, I live in KOREA now, not Texas, but this is temporary.I have a high view of marriage and believe it is not 50-50 but takes 100-100 commitment.Trust is vital and must be established early, never compromised and always a priority.I am impressed with modesty and compassion, especially among those who have not known thestruggle of orphans and exploited people (women, children, poverty).I remain idealistic, having high standards for how a marriage ought to be lived out, especially in thedemands I require of myself. I hope she has a similarly high view of marriage and sees it as a lifetime event. I love reading - a bookworm - but take breaks for working out, visiting friends and volunteering.Enjoy singing and trying to learn piano and guitar right now - self-taught:things I wish I'd undertaken when a student.A bit of a practical joker; probably a condition I'm stuck with, it's been with me so long. (Nice if you are, too...or at least humorous/enjoy wit and humor.)I did not put my real age here because I have been hit by ID bandits multiple times in the past decade and don't wan to make it easy for them. If we start a conversation and I trust you, I will be more transparent.",Non-Smoker with Athletic body type," Austin, Texas ","55 year old Male, 6' 3"" (191cm), Christian - other",Caucasian,rom828 wants to find someone to marry.,Masters Degree,Night Owl,Educator,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Mixed Color,Hazel,Yes,No,Over 5 years,Ambitious,Dog,Spanish,55,M,Capricorn
match_926,5d89be1b508ace52538d8b1b,gwinslow,Middle aged Home haunter.,"['Halloween', 'Hiking', 'Cooking']","I like building props for a home haunted house my friends and i put on every halloween. I like watching movies, science fiction, Action, Comedys, and reading books. I like hanging out with my friends for a barbiqueue or movies. I like going for walks and backpacking, cooking, playing computer games and playing board games. I like the beech an am planing on a trip back to the big island in hawii to hike to the vent of kiauea. I am looking for someone who likes halloween and does not think owning a skeleton is too weird. I would like to drive in a road rally, and rebuild a British sports car.",Non-Smoker with Average body type," Round rock, Texas ","55 year old Male, 5' 8"" (173cm), Non-religious",Caucasian,gwinslow is actively seeking a relationship.,Some college,Maker,software developer,Woman,Dating,Viewhis relationship needs,View his chemistry results,Socially,Undecided/Open,Single,No,Red,Hazel,Yes,No,Under 1 year,,Cat & Dog,,55,M,Sagittarius
match_927,5d89be1b508ace52538d8b1c,VRBOMATE,Seeking Adventure / Riding the Wave,"['Music', 'Music outdoors', 'Riding bicycles']","I would like to see how the other half lives. I have residences in both New York and Florida . Would be a great tour guide for someone with similar hobbies.....I would like to meet someone that would offer me the same opportunities in another area. Someone that would be willing to share expenses while I visited them. In return I would offer the same at both my New York and Florida residences. I am young at heart, healthy, educated, financially secure and am told that I am good looking. I am even fun....I know that this concept may seem a little out of the ordinary yet at this point in my adult life I want to experience all I can...",Non-Smoker with Average body type," Austin, Texas ","66 year old Male, 6' 0"" (183cm), Christian - other",Caucasian,VRBOMATE isn't seeking a relationship or any kind of commitment.,Some college,Free Thinker,Real Estate / Retired,Woman,Hang Out,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No,Mixed Color,Brown,Yes,No,Over 10 years,Very Ambitious,Dog,,66,M,Pisces
match_928,5d89be1b508ace52538d8b1d,gabriel619,looking for me,None,have many cant name them all,Non-Smoker with Prefer Not To Say body type," Austin, Texas ","55 year old Male, 5' 8"" (173cm), Other",Mixed Race,gabriel619 is looking for a relationship.,Graduate Degree,Crafty,self employed,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Black,Brown,Prefer Not To Say,No,Over 4 years,Very Ambitious,No Pets,,55,M,Taurus
match_929,5d89be1b508ace52538d8b1e,cmptrnrd,Safe sane and interesting,None,"I like to surround myself with people who are different so that they can complement my strengths and weaknesses. My humor is pretty sarcastic and or maybe ironic, but you'll always know when I'm kidding. I'm looking for a woman who's very intelligent, honest, independent, loving, self-aware, relaxed and has a good sense of humor.",Non-Smoker with Athletic body type," Austin, Texas ","57 year old Male, 6' 2"" (188cm), Non-religious",Caucasian,cmptrnrd anything.,Graduate Degree,,Computing,Woman,Dating,Not Completed,View his chemistry results,Socially,Does not want children,Single,No,Bald,Other,Yes,No,,,No Pets,,57,M,Cancer
match_93,5d89be1a508ace52538d87da,Gooperman,I'll make you laugh-Your sides will ache,None,".My desire is to meet a beautiful, sensitive, sensuous, warm, assertive single woman who wants a friend. My interpretation of a friend is one to whom you can pour out all the contents of your heart, chaff and grain together, knowing that the beautifuleness of hands will take it all, shift it, keep that which is worth keeping and, with a breath of kindness, blow the rest away. I thank you in advance for allowing me to be that kind of friend to you...I am looking for a special, loving relationship with a unique Woman who is affectionate, beautiful, with a shapely figure, sincere, easy going, with interests and characteristics similar to mine and even closer.. Someone who wants a meaningful, serious, long-term relationship, not just a few dates. Are you that special Woman? I know you are......I am looking for someone who has a great sense of humor and big heart, is curious about new things that would like to share new experiences or old habits...I am looking for someone who believes that a true intimate partner looks out for the other and vice. While navigating life together, we are caring and concerned for each others well-being because we make each other so happy and we love each other very much...Looking for a serious long-term relationship with someone who possesses soft character and is goal-oriented. She must love the Lord with all of her heart,then I know she will love me with all her heart...She should enjoy good humor, love to laugh, and be a hopeless romantic. So that I would make her a God-loving romantic Woman, and God will approve. My ideal partner must love to holding hands. Her yes must be yes, and her no, must be no. And her promise should be fulfilled...",Non-Smoker with Average body type," Austin, Texas ","68 year old Male, 6' 0"" (183cm), Catholic",Caucasian,Gooperman wants to find someone to marry.,Bachelors Degree,Adventurer,Ask me,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Widowed,No,Mixed Color,Brown,Yes,Yes,Over 10 years,Somewhat Ambitious,No Pets,,68,M,Scorpio
match_930,5d89be1b508ace52538d8b1f,MrMcCool,Loves the beauty of a big figure,"['Writing', 'Art', 'Good food']","I'm now 70 and should be doing much better than I am. I live alone without love. I want a wonderful woman for a lasting romance, maybe someone to join forces and retire to paradise together. I'm an artist and writer. Most of my artwork is in sculpture, and I have written two novels (not published) and am working on a third. I am liberal minded, a hopeless romantic, and a shameless sensualists. For my tastes, the most beautiful women are full figured, wonderfully plump to big and beautiful. Race is not an issue for me. I am a gentleman and easy to get along with, except I am not fond of rock or country music. I'm sorry for not posting a photo. If you want a photo, I'd be glad to pose for one.",Non-Smoker with Average body type," Jonestown, Texas ","76 year old Male, 5' 10"" (178cm), Other",Caucasian,MrMcCool is actively seeking a relationship.,Some University,Artsy,retired,Woman,Long Term,Not Completed,View his chemistry results,No,Does not want children,Single,No,Grey,Brown,Yes,No,Over 10 years,,No Pets,,76,M,Scorpio
match_931,5d89be1b508ace52538d8b20,bob6661887,Who was that guy!,"['Movies', 'Pool', 'Walks by the lake']",". I enjoy walking in the rain, watching a good movie and good conversation.  I go bike riding on the weekends love sea food (blue crabs)  cooking on the grill I play tennis like to watch thunder and lightning. I don't have meet me!   if you want to know more ask me.",Non-Smoker with Average body type," Austin, Texas ","61 year old Male, 6' 1"" (185cm), Catholic",Caucasian,bob6661887 is looking for a relationship.,High school,Hopeless Romantic,contractor,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Prefer Not To Say,Single,No,Brown,Blue,Yes,No,Over 10 years,Ambitious,Birds,,61,M,Leo
match_932,5d89be1b508ace52538d8b21,hughfau,Just looking for a high heels tight jean,None,I am quiet and no drama guy,Non-Smoker with Prefer Not To Say body type," San antonio, Texas ","60 year old Male, 6' 1"" (185cm), Non-religious",Caucasian,hughfau is looking for a relationship.,Bachelors Degree,Maker,Alaskan fishermen ,Woman,Hang Out,Not Completed,Not Completed,Prefer Not To Say,Prefer Not To Say,Single,No,Black,Blue,Yes,No,Over 6 years,Ambitious,No Pets,Spanish,60,M,Taurus
match_933,5d89be1b508ace52538d8b22,paulswofford,Loyal to boring you decide,"['Movies', 'Dinner', 'Music']","My hobbies are 70s rock, old country, some modern music. My goals include love, companionship. I am loyal, too trusting. I will always give you more than you give me",Non-Smoker with A Few Extra Pounds body type," Jarrell, Texas ","63 year old Male, 5' 11"" (180cm), Baptist",Caucasian,paulswofford is actively seeking a relationship.,High school,Film/TV Junkie,Truck Driver,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Green,Yes,No,Over 4 years,Somewhat Ambitious,No Pets,,63,M,Virgo
match_934,5d89be1b508ace52538d8b23,hamilton60romance59,Looking for Romance,"['Moveies', 'Going out to eat', '']","I am a very ambitious person. I enjoy conversation, I’m trustworthy,self confident,Straight forward and have a Positive attitude. I am also athletic.",Non-Smoker with Average body type," Austin, Texas ","59 year old Male, 5' 6"" (168cm), Catholic",Caucasian,hamilton60romance59 wants to find someone to marry.,Bachelors Degree,Athletic,Flo Engineer ,Woman,Long Term,Not Completed,Not Completed,Socially,Want children,Widowed,No,Mixed Color,Brown,Yes,No,Over 8 years,Very Ambitious,No Pets,Other,59,M,Cancer
match_935,5d89be1b508ace52538d8b24,MBucks,Smiling can keep you healthy.,None,"I am a fun loving guy who likes puzzles and games. I enjoy sports, reading, eating out and having a great time; and I love great movies and Christian music. I am looking for someone with compatible interests to spend time with.",Non-Smoker with Big & Tall/BBW body type," Taylor, Texas ","58 year old Male, 6' 3"" (191cm), Christian - other",Black,MBucks is looking for a relationship.,Bachelors Degree,Adventurer,Retired Teacher/ Coach,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 4 years,Ambitious,No Pets,Spanish,58,M,Gemini
match_936,5d89be1b508ace52538d8b25,colorruns88,no baggage,None,A nice guy,Non-Smoker with A Few Extra Pounds body type," Cibolo, Texas ","59 year old Male, < 5' (< 152 cm), Other",Caucasian,colorruns88 is actively seeking a relationship.,High school,Hippie,auto customizer ,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Brown,Yes,No,Over 6 years,Ambitious,Dog,,59,M,Virgo
match_937,5d89be1b508ace52538d8b26,hdiy208,Howdy would like to go to movies,None,"I like to cook and go to movies an watch tv,go for walks and enjoy outdoors at lake or ocean and dancing",Non-Smoker with Average body type," New braunfels, Texas ","58 year old Male, 5' 11"" (180cm), Non-religious",Caucasian,hdiy208 wants to date but nothing serious.,High school,Adventurer,Retired Military/ Handyman,Woman,Hang Out,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Hazel,Yes,No,Over 6 years,Somewhat Ambitious,No Pets,,58,M,Aquarius
